Date,Open,High,Low,Close
6-March-2006,10616.99,10742.31,10616.99,10735.36,
7-March-2006,10747.87,10753.13,10661.62,10725.67,
8-March-2006,10728.39,10740.60,10493.91,10508.85,
9-March-2006,10533.89,10593.08,10376.54,10573.54,
10-March-2006,10581.64,10782.34,10581.64,10765.16,
13-March-2006,10795.99,10884.48,10782.53,10803.71,
14-March-2006,10796.82,10896.39,10761.22,10801.72,
16-March-2006,10859.39,10889.25,10830.19,10878.74,
17-March-2006,10902.26,10951.38,10844.03,10860.04,
20-March-2006,10903.25,10946.94,10889.41,10941.11,
21-March-2006,10945.62,11017.25,10863.61,10905.20,
22-March-2006,10900.02,10935.09,10784.42,10841.35,
23-March-2006,10861.95,10924.29,10792.98,10840.59,
24-March-2006,10851.80,10966.06,10851.80,10950.30,
27-March-2006,10996.36,11101.42,10996.36,11079.02,
28-March-2006,11114.43,11146.85,11051.13,11086.03,
29-March-2006,11103.87,11197.64,11103.87,11183.48,
30-March-2006,11241.78,11338.66,11227.82,11307.04,
31-March-2006,11325.96,11356.95,11231.16,11279.96,
3-April-2006,11342.96,11579.10,11342.96,11564.36,
4-April-2006,11599.80,11710.69,11570.11,11638.01,
5-April-2006,11671.14,11755.20,11653.39,11746.90,
7-April-2006,11845.13,11930.66,11564.87,11589.44,
10-April-2006,11620.38,11691.92,11535.28,11662.55,
12-April-2006,11693.15,11702.77,11302.78,11355.73,
13-April-2006,11366.91,11380.83,11008.43,11237.23,
17-April-2006,11323.74,11560.90,11323.74,11539.68,
18-April-2006,11624.97,11834.77,11624.97,11821.57,
19-April-2006,11880.05,11986.09,11799.62,11895.98,
20-April-2006,11941.49,12053.74,11866.21,12039.55,
21-April-2006,12053.90,12102.00,11860.35,12030.30,
24-April-2006,12063.73,12071.07,11882.48,11915.24,
25-April-2006,11943.08,11953.00,11621.61,11646.78,
26-April-2006,11677.05,11965.09,11635.40,11938.53,
27-April-2006,11968.80,12086.91,11803.49,11835.02,
28-April-2006,11698.68,11877.32,11344.61,11851.93,
29-April-2006,11881.51,12061.06,11881.51,12042.56,
2-May-2006,12103.78,12288.51,12103.78,12218.78,
3-May-2006,12231.12,12337.01,12134.19,12310.72,
4-May-2006,12343.63,12482.91,12264.14,12347.63,
5-May-2006,12373.47,12443.54,12304.59,12359.70,
8-May-2006,12393.22,12511.07,12393.22,12462.47,
9-May-2006,12488.38,12546.47,12356.04,12513.86,
10-May-2006,12546.93,12624.37,12530.98,12612.38,
11-May-2006,12631.54,12671.11,12397.02,12435.41,
12-May-2006,12400.71,12421.76,12224.44,12285.11,
15-May-2006,12272.64,12272.64,11770.76,11822.20,
16-May-2006,11861.18,11954.51,11378.96,11873.73,
17-May-2006,11962.87,12238.81,11962.87,12217.81,
18-May-2006,12163.98,12163.98,11330.45,11391.43,
19-May-2006,11549.67,11697.11,10799.01,10938.61,
22-May-2006,11071.63,11142.90,9826.91,10481.77,
23-May-2006,10590.67,10859.20,10185.48,10822.78,
24-May-2006,10830.98,11000.96,10504.59,10573.15,
25-May-2006,10520.90,10720.67,10274.93,10666.32,
26-May-2006,10735.14,11050.77,10735.14,10809.35,
29-May-2006,10855.03,10992.38,10781.61,10853.14,
30-May-2006,10886.61,10988.23,10722.92,10786.63,
31-May-2006,10679.49,10679.49,10111.96,10398.61,
1-June-2006,10472.46,10597.23,10017.82,10071.42,
2-June-2006,10104.57,10477.35,10011.45,10451.33,
5-June-2006,10537.08,10552.38,10186.33,10213.48,
6-June-2006,10087.96,10192.73,9884.89,9957.32,
7-June-2006,9919.28,10051.81,9609.21,9756.76,
8-June-2006,9664.90,9664.90,9200.80,9295.81,
9-June-2006,9270.78,9849.20,9262.20,9810.46,
12-June-2006,9858.47,9859.38,9428.03,9476.15,
13-June-2006,9360.06,9360.06,8993.58,9062.65,
14-June-2006,9156.97,9387.06,8799.01,8929.44,
15-June-2006,9133.36,9589.05,9092.16,9545.06,
16-June-2006,9703.06,10118.28,9703.06,9884.51,
19-June-2006,9903.11,10049.94,9755.21,9997.84,
20-June-2006,9958.33,9958.33,9745.17,9822.52,
21-June-2006,9828.93,10054.05,9752.65,10040.14,
22-June-2006,10093.38,10362.74,10093.38,10275.88,
23-June-2006,10201.31,10453.61,10025.19,10401.30,
25-June-2006,10443.60,10510.07,10367.04,10412.93,
26-June-2006,10427.85,10451.47,9991.12,10042.06,
27-June-2006,10058.29,10224.26,9901.58,10151.01,
28-June-2006,10067.55,10204.66,9909.76,10129.70,
29-June-2006,10193.94,10326.05,10109.56,10162.16,
30-June-2006,10316.12,10626.84,10316.12,10609.25,
3-July-2006,10616.97,10729.92,10589.46,10695.26,
4-July-2006,10755.45,10800.11,10644.72,10662.22,
5-July-2006,10641.33,10940.45,10611.35,10919.64,
6-July-2006,10836.49,10839.53,10703.00,10767.97,
7-July-2006,10813.75,10887.67,10440.02,10509.53,
10-July-2006,10484.25,10704.78,10461.73,10684.30,
11-July-2006,10699.62,10704.01,10566.71,10614.35,
12-July-2006,10604.64,10939.68,10549.85,10930.09,
13-July-2006,10922.61,10922.61,10797.49,10858.50,
14-July-2006,10782.98,10782.98,10563.76,10678.22,
17-July-2006,10647.26,10647.26,10262.57,10293.22,
18-July-2006,10336.62,10406.43,10149.85,10226.78,
19-July-2006,10320.59,10408.16,9972.73,10007.34,
20-July-2006,10189.67,10409.58,10189.67,10352.94,
21-July-2006,10336.38,10336.38,10035.24,10085.91,
24-July-2006,10042.47,10252.75,9875.35,10215.37,
25-July-2006,10351.75,10443.05,10302.62,10415.61,
26-July-2006,10465.34,10648.77,10362.61,10617.27,
27-July-2006,10671.77,10762.67,10589.68,10741.59,
28-July-2006,10787.65,10787.65,10603.83,10680.23,
31-July-2006,10759.19,10853.91,10710.29,10743.88,
1-August-2006,10737.50,10777.47,10645.99,10751.66,
2-August-2006,10747.13,10891.38,10730.13,10876.19,
