Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),,,
21-Jun-17,9648.1,9650.45,9608.6,9633.6,148490556,8023.4,,,117
22-Jun-17,9642.65,9698.85,9617.75,9630,204888654,10738.45,,,118
23-Jun-17,9643.25,9647.65,9565.3,9574.95,180580579,9092.74,,,119
27-Jun-17,9594.05,9615.4,9473.45,9511.4,209593904,11084.51,,,120
28-Jun-17,9520.2,9522.5,9474.35,9491.25,177652206,9103.73,,,121
29-Jun-17,9522.95,9575.8,9493.8,9504.1,267283587,13395.85,,,122
30-Jun-17,9478.5,9535.8,9448.75,9520.9,185202600,8783.59,,,123
3-Jul-17,9587.95,9624,9543.55,9615,188690599,8720.76,,,124
4-Jul-17,9645.9,9650.65,9595.5,9613.3,149313755,7774.69,,,125
5-Jul-17,9619.75,9643.65,9607.35,9637.6,134849476,7311.1,,,126
6-Jul-17,9653.6,9700.7,9639.95,9674.55,152001940,7539.21,,,127
7-Jul-17,9670.35,9684.25,9642.65,9665.8,146232151,8514.53,,,128
10-Jul-17,9719.3,9782.15,9646.45,9771.05,40142973,1920.78,,,129
11-Jul-17,9797.45,9830.05,9778.85,9786.05,185322358,9908.41,,,130
12-Jul-17,9807.3,9824.95,9787.7,9816.1,150045594,7966.44,,,131
13-Jul-17,9855.8,9897.25,9853.45,9891.7,186866752,10244.56,,,132
14-Jul-17,9913.3,9913.3,9845.45,9886.35,164456602,9187.71,,,133
17-Jul-17,9908.15,9928.2,9894.7,9915.95,168596771,8310.48,,,134
18-Jul-17,9832.7,9885.35,9792.05,9827.15,303007860,13184.22,,,135
19-Jul-17,9855.95,9905.05,9851.65,9899.6,206376192,10935.6,,,136
20-Jul-17,9920.2,9922.55,9863.45,9873.3,166083004,8942.56,,,137
21-Jul-17,9899.6,9924.7,9838,9915.25,193286125,11860.28,,,138
24-Jul-17,9936.8,9982.05,9919.6,9966.4,179905535,10837.2,,,139
25-Jul-17,10010.55,10011.3,9949.1,9964.55,191206247,10491.32,,,140
26-Jul-17,9983.65,10025.95,9965.95,10020.65,203697844,11403.3,,,141
27-Jul-17,10063.25,10114.85,10005.5,10020.55,296782048,18601.99,,,142
28-Jul-17,9996.55,10026.05,9944.5,10014.5,197491415,11996.8,,,143
31-Jul-17,10034.7,10085.9,10016.95,10077.1,245096535,13131.89,,,144
1-Aug-17,10101.05,10128.6,10065.75,10114.65,190000516,11515.29,,,145
2-Aug-17,10136.3,10137.85,10054.2,10081.5,166463276,9165.92,,,146
3-Aug-17,10081.15,10081.15,9998.25,10013.65,198665837,10714.1,,,147
4-Aug-17,10008.6,10075.25,9988.35,10066.4,184082134,10397.88,,,148
7-Aug-17,10074.8,10088.1,10046.35,10057.4,141566282,7827.95,,,149
8-Aug-17,10068.35,10083.8,9947,9978.55,209645343,10780.41,,,150
9-Aug-17,9961.15,9969.8,9893.05,9908.05,174395293,8831.72,,,151
10-Aug-17,9872.85,9892.65,9776.2,9820.25,242820594,12040.13,,,152
11-Aug-17,9712.15,9771.65,9685.55,9710.8,294732998,13435.56,,,153
14-Aug-17,9755.75,9818.3,9752.1,9794.15,201613585,9486.82,,,154
16-Aug-17,9825.85,9903.95,9773.85,9897.3,226269013,10815.38,,,155
17-Aug-17,9945.55,9947.8,9883.75,9904.15,203652311,9927.47,,,156
18-Aug-17,9865.95,9865.95,9783.65,9837.4,253931517,15636.16,,,157
21-Aug-17,9864.25,9884.35,9740.1,9754.35,211627775,11764,,,158
22-Aug-17,9815.75,9828.45,9752.6,9765.55,189267122,9850.89,,,159
23-Aug-17,9803.05,9857.9,9786.75,9852.5,173815509,9961.13,,,160
24-Aug-17,9881.2,9881.5,9848.85,9857.05,190398702,10392.63,,,161
28-Aug-17,9907.15,9925.75,9882,9912.8,164493772,9900.06,,,162
29-Aug-17,9886.4,9887.35,9783.75,9796.05,178668444,8469.09,,,163
30-Aug-17,9859.5,9909.45,9850.8,9884.4,162704136,8008.72,,,164
31-Aug-17,9905.7,9925.1,9856.95,9917.9,337782004,14619.43,,,165
1-Sep-17,9937.65,9983.45,9909.85,9974.4,162730656,9314.82,,,166
4-Sep-17,9984.15,9988.4,9861,9912.85,153369495,8069.64,,,167
5-Sep-17,9933.25,9963.1,9901.05,9952.2,143522342,7566.62,,,168
6-Sep-17,9899.25,9931.55,9882.55,9916.2,153767846,8926.98,,,169
7-Sep-17,9945.85,9964.85,9917.2,9929.9,194626599,9455.48,,,170
8-Sep-17,9958.65,9963.6,9913.3,9934.8,168698771,8792.49,,,171
11-Sep-17,9971.75,10028.65,9968.8,10006.05,178409875,9545.94,,,172
12-Sep-17,10056.85,10097.55,10028.05,10093.05,188248293,9894.2,,,173
13-Sep-17,10099.25,10131.95,10063.15,10079.3,221608053,10682.41,,,174
14-Sep-17,10107.4,10126.5,10070.35,10086.6,232637517,11047.46,,,175
15-Sep-17,10062.35,10115.15,10043.65,10085.4,274799134,13650.9,,,176
18-Sep-17,10133.1,10171.7,10131.3,10153.1,160852680,8106.66,,,177
19-Sep-17,10175.6,10178.95,10129.95,10147.55,193345992,8796.21,,,178
20-Sep-17,10160.95,10171.05,10134.2,10141.15,205605243,10105.71,,,179
21-Sep-17,10139.6,10158.9,10058.6,10121.9,197710666,11114.28,,,180
22-Sep-17,10094.35,10095.05,9952.8,9964.4,233621596,11941.88,,,181
25-Sep-17,9960.1,9960.5,9816.05,9872.6,228206970,11258.68,,,182
26-Sep-17,9875.25,9891.35,9813,9871.5,196792799,9754.02,,,183
27-Sep-17,9920.6,9921.05,9714.4,9735.75,206305991,10127.39,,,184
28-Sep-17,9736.4,9789.2,9687.55,9768.95,396874518,18962.4,,,185
29-Sep-17,9814.3,9854,9775.35,9788.6,202350211,11087.11,,,186
3-Oct-17,9893.3,9895.4,9831.05,9859.5,167833406,9698.55,,,187
4-Oct-17,9884.35,9938.3,9850.65,9914.9,160993982,8790.29,,,188
5-Oct-17,9927,9945.95,9881.85,9888.7,152362417,7823.55,,,189
6-Oct-17,9908.15,9989.35,9906.6,9979.7,201858899,9986.18,,,190
9-Oct-17,9988.2,10015.75,9959.45,9988.75,148395842,7425.19,,,191
10-Oct-17,10013.7,10034,10002.3,10016.95,153246570,8055.5,,,192
11-Oct-17,10042.6,10067.25,9955.8,9984.8,195593061,10227.9,,,193
12-Oct-17,10011.2,10104.45,9977.1,10096.4,207106672,10579.8,,,194
13-Oct-17,10123.7,10191.9,10120.1,10167.45,237230047,12379.8,,,195
16-Oct-17,10207.4,10242.95,10175.1,10230.85,209327364,11774.68,,,196
17-Oct-17,10227.65,10251.85,10212.6,10234.45,201782377,10422.81,,,197
18-Oct-17,10209.4,10236.45,10175.75,10210.85,262111790,13177.83,,,198
19-Oct-17,10210.35,10211.95,10123.35,10146.55,31086379,1685.16,,,199
23-Oct-17,10176.65,10224.15,10124.5,10184.85,224799211,12144.31,,,200
24-Oct-17,10218.55,10237.75,10182.4,10207.7,223914325,11539.73,,,201
25-Oct-17,10321.15,10340.55,10240.9,10295.35,612620774,25922.51,,,202
26-Oct-17,10291.8,10355.65,10271.85,10343.8,443036008,23135.46,,,203
27-Oct-17,10362.3,10366.15,10311.3,10323.05,322411410,15149.9,,,204
30-Oct-17,10353.85,10384.5,10344.3,10363.65,244193178,12558.7,,,205
31-Oct-17,10364.9,10367.7,10323.95,10335.3,239809700,12830.06,,,206
