Date,Open,High,Low,Close,Volume,Market Cap,,,
"May 08, 2017",93.75,95.14,89.51,91.42,"23,13,44,000","8,56,90,60,000",,,1.961041217
"May 07, 2017",97.87,98.24,89.87,94.01,"18,32,95,000","8,94,29,50,000",,,1.973174053
"May 06, 2017",94.91,97.88,90.95,97.81,"15,14,62,000","8,66,99,10,000",,,1.990383259
"May 05, 2017",96.73,103.23,92.22,94.4,"33,19,28,000","8,83,35,20,000",,,1.974971994
"May 04, 2017",79.72,97.56,79.43,96.98,"36,68,47,000","7,27,74,80,000",,,1.98668218
"May 03, 2017",77.25,80.1,75.76,79.72,"14,19,22,000","7,05,00,50,000",,,1.90156729
"May 02, 2017",76.65,79.35,74.38,77.26,"19,37,73,000","6,99,29,80,000",,,1.887954704
"May 01, 2017",79.32,82.52,73.09,76.3,"37,68,42,000","7,23,40,70,000",,,1.882524538
"Apr 30, 2017",68.54,79.02,68.35,79.02,"22,99,45,000","6,24,88,40,000",,,1.897737025
"Apr 29, 2017",71.39,71.9,66.78,68.38,"16,54,48,000","6,50,64,90,000",,,1.834929096
"Apr 28, 2017",62.23,70.85,62.13,70.16,"34,65,46,000","5,66,95,50,000",,,1.84608958
"Apr 27, 2017",52.81,62.17,52.29,62.17,"24,67,75,000","4,80,96,30,000",,,1.793580867
"Apr 26, 2017",49.91,53.44,49.91,52.72,"10,48,84,000","4,54,43,70,000",,,1.721975402
"Apr 25, 2017",50.07,50.3,49.81,49.89,"3,82,64,600","4,55,78,70,000",,,1.698013504
"Apr 24, 2017",48.87,50.18,48.87,50.03,"5,55,80,600","4,44,64,70,000",,,1.699230503
"Apr 23, 2017",48.59,48.89,48.17,48.49,"3,62,34,000","4,42,00,40,000",,,1.685652184
"Apr 22, 2017",48.18,48.74,48.17,48.55,"3,73,57,600","4,38,12,90,000",,,1.686189234
"Apr 21, 2017",49.64,49.66,48.14,48.22,"4,50,48,300","4,51,26,10,000",,,1.683227206
"Apr 20, 2017",48.13,49.99,48.13,49.67,"7,96,00,900","4,37,38,00,000",,,1.69609416
"Apr 19, 2017",50.73,50.95,47.26,48.31,"7,62,81,000","4,60,82,60,000",,,1.684037037
"Apr 18, 2017",48.32,51.03,48.3,50.71,"7,87,48,500","4,38,78,60,000",,,1.705093611
"Apr 17, 2017",48.66,48.75,48.05,48.3,"4,40,13,300","4,41,73,10,000",,,1.683947131
"Apr 16, 2017",49.04,49.14,48.19,48.72,"3,13,43,800","4,45,01,40,000",,,1.68770728
"Apr 15, 2017",47.65,49.57,47.18,49.1,"6,62,07,800","4,32,31,00,000",,,1.691081492
"Apr 14, 2017",49.97,50.05,46.76,47.57,"9,16,74,400","4,53,18,10,000",,,1.677333151
"Apr 13, 2017",46.31,50.91,46.31,50.22,"15,72,00,000","4,19,84,20,000",,,1.700876708
"Apr 12, 2017",43.46,47.23,43.11,46.29,"8,80,45,700","3,93,89,30,000",,,1.665487181
"Apr 11, 2017",43.5,44.25,43.3,43.41,"3,83,03,300","3,94,11,00,000",,,1.637589786
"Apr 10, 2017",43.28,44.14,42.42,43.44,"4,40,61,500","3,91,95,20,000",,,1.637889817
"Apr 09, 2017",44.28,44.49,42.89,43.27,"5,51,43,000","4,00,90,10,000",,,1.636186895
"Apr 08, 2017",41.8,45.21,41.73,44.31,"7,41,38,800","3,78,30,00,000",,,1.64650175
"Apr 07, 2017",42.87,44.04,41.65,42.16,"8,14,74,700","3,87,82,10,000",,,1.624900602
"Apr 06, 2017",45.22,45.64,40.9,43.24,"14,71,20,000","4,08,99,30,000",,,1.635885685
"Apr 05, 2017",44.66,47.84,44.54,45.3,"11,97,33,000","4,03,79,40,000",,,1.656098202
"Apr 04, 2017",43.92,45.74,41.72,44.64,"15,75,68,000","3,96,97,30,000",,,1.649724186
"Apr 03, 2017",48.82,48.82,43.41,44.36,"19,05,13,000","4,41,10,30,000",,,1.646991537
"Apr 02, 2017",50.74,51.27,45.43,48.75,"13,46,04,000","4,58,27,00,000",,,1.68797462
"Apr 01, 2017",50.03,51.93,48.88,50.7,"9,24,61,900","4,51,75,10,000",,,1.705007959
"Mar 31, 2017",51.75,51.77,47.38,50.04,"15,14,16,000","4,67,11,90,000",,,1.699317301
"Mar 30, 2017",53.12,53.31,51.87,52.21,"8,68,85,700","4,79,32,80,000",,,1.717753693
"Mar 29, 2017",50.57,53.87,50.55,53.13,"14,49,98,000","4,56,11,50,000",,,1.725339816
"Mar 28, 2017",49.71,50.96,49.15,50.77,"9,77,45,300","4,48,21,60,000",,,1.705607163
"Mar 27, 2017",51.31,52.46,48.93,49.67,"11,89,78,000","4,62,49,90,000",,,1.69609416
"Mar 26, 2017",50.77,51.8,49.28,50.52,"10,68,59,000","4,57,45,40,000",,,1.703463342
"Mar 25, 2017",53.58,53.58,48.31,51.25,"22,30,59,000","4,82,57,00,000",,,1.70969387
"Mar 24, 2017",43.64,54.14,43.21,53.11,"29,70,46,000","3,92,92,30,000",,,1.725176301
"Mar 23, 2017",42.57,44.75,41.3,43.68,"10,07,24,000","3,83,13,10,000",,,1.64028263
"Mar 22, 2017",43.12,43.52,39.69,42.34,"11,39,52,000","3,88,01,20,000",,,1.626750854
"Mar 21, 2017",43.51,44.26,42.37,43.15,"9,12,65,400","3,91,36,20,000",,,1.6349808
"Mar 20, 2017",44.83,46.23,42.44,43.39,"15,47,01,000","4,03,12,70,000",,,1.63738965
"Mar 19, 2017",35.53,47,35.34,44.74,"23,94,30,000","3,19,36,00,000",,,1.65069598
"Mar 18, 2017",46.87,46.87,31.7,34.16,"26,21,80,000","4,21,18,30,000",,,1.533517862
"Mar 17, 2017",45.93,55.11,38.21,46.83,"49,75,34,000","4,12,54,80,000",,,1.670524158
"Mar 16, 2017",35.36,47.17,35.36,46.35,"45,44,18,000","3,17,47,50,000",,,1.666049738
"Mar 15, 2017",28.65,35.06,28.43,35.06,"17,03,44,000","2,57,11,60,000",,,1.544811912
"Mar 14, 2017",28.57,29.93,27.32,28.65,"10,17,97,000","2,56,37,00,000",,,1.457124626
"Mar 13, 2017",23.5,30.6,23.5,28.59,"25,54,88,000","2,10,83,00,000",,,1.456214155
"Mar 12, 2017",21.46,23.44,21.38,23.44,"7,46,28,900","1,92,46,60,000",,,1.369957607
"Mar 11, 2017",19.37,21.59,19.01,21.47,"6,91,50,100","1,73,66,30,000",,,1.331832044
"Mar 10, 2017",17.74,19.66,17.68,19.33,"8,75,06,800","1,58,96,40,000",,,1.286231854
"Mar 09, 2017",16.64,17.87,16.37,17.75,"3,14,18,400","1,49,05,00,000",,,1.249198357
"Mar 08, 2017",18.88,18.88,16.65,16.65,"4,43,04,600","1,69,07,60,000",,,1.221414238
"Mar 07, 2017",19.58,19.63,18.64,18.89,"3,79,72,200","1,75,25,30,000",,,1.276231958
"Mar 06, 2017",19.28,20.1,19.11,19.61,"3,24,32,700","1,72,53,60,000",,,1.292477594
"Mar 05, 2017",18.5,19.42,18.23,19.3,"2,68,16,300","1,65,50,30,000",,,1.285557309
"Mar 04, 2017",19.52,20.06,18.62,18.62,"2,73,41,900","1,74,51,40,000",,,1.269979677
"Mar 03, 2017",19.04,20.67,18.41,19.46,"9,58,63,400","1,70,21,40,000",,,1.289142836
"Mar 02, 2017",17.36,19.35,16.95,19.03,"8,36,27,100","1,55,07,50,000",,,1.279438788
"Mar 01, 2017",15.85,17.37,15.56,17.35,"4,49,27,500","1,41,55,10,000",,,1.239299479
"Feb 28, 2017",15.45,16.06,15.12,15.82,"6,54,78,900","1,37,96,00,000",,,1.199206479
"Feb 27, 2017",14.51,15.68,14.27,15.4,"3,16,67,000","1,29,47,70,000",,,1.187520721
"Feb 26, 2017",13.52,14.54,13.4,14.52,"2,03,07,500","1,20,61,50,000",,,1.161966616
"Feb 25, 2017",13.06,13.72,12.98,13.55,"1,85,33,900","1,16,52,30,000",,,1.131939295
"Feb 24, 2017",13.13,13.23,12.88,13.07,"1,95,74,400","1,17,11,10,000",,,1.116275588
"Feb 23, 2017",12.6,13.21,12.56,13.12,"1,45,22,300","1,12,29,10,000",,,1.117933835
"Feb 22, 2017",12.69,12.76,12.55,12.6,"1,03,60,900","1,13,04,60,000",,,1.100370545
"Feb 21, 2017",12.34,12.77,12.21,12.67,"1,51,83,300","1,09,93,30,000",,,1.102776615
"Feb 20, 2017",12.77,12.9,12.43,12.43,"1,29,94,400","1,13,66,10,000",,,1.094471129
"Feb 19, 2017",12.82,12.87,12.71,12.76,"77,99,740","1,14,08,70,000",,,1.105850674
"Feb 18, 2017",12.71,12.83,12.68,12.81,"93,70,010","1,13,07,50,000",,,1.10754913
"Feb 17, 2017",12.9,12.91,12.66,12.68,"1,16,36,500","1,14,72,60,000",,,1.103119254
"Feb 16, 2017",12.92,12.92,12.54,12.9,"3,80,02,600","1,14,88,60,000",,,1.11058971
"Feb 15, 2017",13.04,13.04,12.64,12.92,"1,84,64,700","1,15,90,00,000",,,1.111262514
"Feb 14, 2017",11.29,13.33,11.29,13.03,"4,29,11,500","1,00,28,10,000",,,1.114944416
"Feb 13, 2017",11.38,11.39,11.17,11.27,"72,16,520","1,01,10,80,000",,,1.051923916
"Feb 12, 2017",11.35,11.4,11.3,11.4,"62,64,900","1,00,80,30,000",,,1.056904851
"Feb 11, 2017",11.29,11.43,11.24,11.35,"75,44,520","1,00,21,30,000",,,1.054995862
"Feb 10, 2017",11.05,11.34,10.78,11.28,"1,19,14,200","97,99,61,000",,,1.0523091
"Feb 09, 2017",11.44,11.6,10.67,11.03,"1,84,00,300","1,01,42,80,000",,,1.042575512
"Feb 08, 2017",11.54,11.63,11.24,11.43,"96,88,630","1,02,31,70,000",,,1.05804623
"Feb 07, 2017",11.43,11.61,11.42,11.52,"76,29,640","1,01,26,20,000",,,1.061452479
"Feb 06, 2017",11.35,11.48,11.34,11.39,"56,95,440","1,00,59,30,000",,,1.056523724
"Feb 05, 2017",11.44,11.49,11.32,11.35,"59,42,960","1,01,34,00,000",,,1.054995862
"Feb 04, 2017",11.13,11.5,11.13,11.43,"1,41,39,500","98,52,77,000",,,1.05804623
"Feb 03, 2017",10.81,11.11,10.76,11.11,"1,28,97,800","95,69,44,000",,,1.045714059
"Feb 02, 2017",10.74,10.89,10.55,10.82,"1,01,72,500","94,97,93,000",,,1.034227261
"Feb 01, 2017",10.74,10.85,10.56,10.73,"1,28,52,200","94,99,69,000",,,1.030599722
"Jan 31, 2017",10.56,10.75,10.55,10.73,"1,16,48,700","93,39,75,000",,,1.030599722
"Jan 30, 2017",10.49,10.71,10.47,10.57,"80,42,180","92,74,15,000",,,1.024074987
"Jan 29, 2017",10.56,10.57,10.45,10.48,"46,89,950","93,30,87,000",,,1.020361283
"Jan 28, 2017",10.54,10.58,10.43,10.57,"65,80,700","93,06,88,000",,,1.024074987
"Jan 27, 2017",10.58,10.61,10.44,10.54,"71,89,170","93,44,04,000",,,1.022840611
"Jan 26, 2017",10.57,10.67,10.51,10.59,"84,65,020","93,25,75,000",,,1.02489596
"Jan 25, 2017",10.62,10.62,10.48,10.57,"67,51,450","93,67,69,000",,,1.024074987
"Jan 24, 2017",10.73,10.77,10.57,10.63,"83,27,330","94,60,83,000",,,1.026533265
"Jan 23, 2017",10.71,10.84,10.67,10.82,"72,67,210","94,41,59,000",,,1.034227261
"Jan 22, 2017",10.91,10.97,10.58,10.7,"86,78,620","96,14,63,000",,,1.029383778
"Jan 21, 2017",10.6,10.98,10.58,10.91,"1,19,37,600","93,34,05,000",,,1.037824751
"Jan 20, 2017",10.39,10.76,10.35,10.6,"1,09,92,800","91,46,96,000",,,1.025305865
"Jan 19, 2017",10.24,10.44,10.18,10.4,"83,47,550","90,14,84,000",,,1.017033339
"Jan 18, 2017",10.3,10.52,9.94,10.23,"1,07,88,200","90,60,79,000",,,1.009875634
"Jan 17, 2017",9.64,10.61,9.54,10.3,"1,83,91,900","84,79,81,000",,,1.012837225
"Jan 16, 2017",9.88,9.93,9.58,9.64,"1,49,37,400","86,91,26,000",,,0.984077034
"Jan 15, 2017",9.83,10,9.6,9.9,"1,48,37,900","86,40,37,000",,,0.995635195
"Jan 14, 2017",9.79,9.89,9.44,9.65,"2,00,85,800","85,99,71,000",,,0.984527313
"Jan 13, 2017",9.83,9.85,9.51,9.77,"2,50,66,600","86,32,41,000",,,0.989894564
"Jan 12, 2017",9.72,10.08,9.18,9.86,"3,04,53,800","85,36,38,000",,,0.993876915
"Jan 11, 2017",10.54,10.66,9.46,9.72,"2,68,23,500","92,53,20,000",,,0.987666265
"Jan 10, 2017",10.37,10.69,10.29,10.55,"1,08,79,700","90,98,97,000",,,1.02325246
"Jan 09, 2017",10.31,10.78,10.14,10.33,"2,57,18,300","90,46,82,000",,,1.014100322
"Jan 08, 2017",9.87,10.39,9.83,10.29,"1,66,76,600","86,56,67,000",,,1.012415375
"Jan 07, 2017",10.24,10.28,9.59,9.87,"2,31,53,600","89,76,36,000",,,0.994317153
"Jan 06, 2017",10.29,10.63,9.63,10.25,"2,94,71,800","90,12,49,000",,,1.010723865
"Jan 05, 2017",11.29,11.89,9.4,10.25,"4,15,57,400","98,85,99,000",,,1.010723865
"Jan 04, 2017",9.71,11.28,9.56,11.25,"4,10,51,200","85,01,15,000",,,1.051152522
"Jan 03, 2017",8.37,10,8.32,9.73,"3,36,25,200","73,29,88,000",,,0.98811284
"Jan 02, 2017",8.17,8.44,8.05,8.38,"1,45,79,600","71,49,00,000",,,0.923244019
"Jan 01, 2017",7.98,8.47,7.98,8.17,"1,47,31,700","69,81,49,000",,,0.912222057
"Dec 31, 2016",8.15,8.16,7.91,7.97,"90,66,800","71,26,62,000",,,0.901458321
"Dec 30, 2016",8.29,8.47,8.05,8.16,"1,39,09,900","72,45,28,000",,,0.911690159
"Dec 29, 2016",7.54,8.53,7.54,8.28,"2,75,43,800","65,86,74,000",,,0.918030337
"Dec 28, 2016",7.15,7.62,7.08,7.52,"1,74,53,300","62,43,59,000",,,0.876217841
"Dec 27, 2016",7.28,7.32,7.09,7.17,"87,78,610","63,52,60,000",,,0.855519156
"Dec 26, 2016",7.13,7.33,7.05,7.27,"58,36,810","62,24,39,000",,,0.861534411
"Dec 25, 2016",7.26,7.34,7.14,7.18,"86,71,840","63,37,92,000",,,0.856124444
"Dec 24, 2016",7.15,7.41,7.15,7.27,"76,26,020","62,37,59,000",,,0.861534411
"Dec 23, 2016",7.58,7.69,7.16,7.17,"1,96,13,100","66,05,46,000",,,0.855519156
"Dec 22, 2016",7.9,7.91,7.5,7.59,"1,63,76,700","68,83,80,000",,,0.880241776
"Dec 21, 2016",7.66,7.94,7.66,7.91,"93,93,550","66,76,25,000",,,0.898176483
"Dec 20, 2016",7.63,7.75,7.57,7.66,"63,13,550","66,47,72,000",,,0.88422877
"Dec 19, 2016",7.87,7.87,7.63,7.64,"58,94,760","68,50,54,000",,,0.883093359
"Dec 18, 2016",7.86,7.93,7.72,7.87,"58,90,020","68,40,28,000",,,0.895974732
"Dec 17, 2016",7.86,7.9,7.52,7.88,"85,02,620","68,33,57,000",,,0.896526217
"Dec 16, 2016",7.86,7.93,7.8,7.86,"51,78,610","68,33,99,000",,,0.895422546
"Dec 15, 2016",8.24,8.24,7.72,7.83,"1,31,84,400","71,58,61,000",,,0.893761762
"Dec 14, 2016",8.45,8.52,8.25,8.27,"73,37,220","73,43,82,000",,,0.91750551
"Dec 13, 2016",8.52,8.53,8.35,8.42,"44,86,190","74,00,99,000",,,0.925312091
"Dec 12, 2016",8.19,8.61,8.17,8.52,"91,19,700","71,13,48,000",,,0.930439595
"Dec 11, 2016",8.13,8.27,8.1,8.19,"55,45,500","70,53,63,000",,,0.913283902
"Dec 10, 2016",8.44,8.53,8.02,8.13,"81,08,370","73,21,73,000",,,0.910090546
"Dec 09, 2016",8.17,8.67,8.05,8.45,"1,29,16,300","70,84,68,000",,,0.926856709
"Dec 08, 2016",8.38,8.86,8.23,8.23,"1,60,42,700","72,68,78,000",,,0.915399835
"Dec 07, 2016",7.89,8.54,7.33,8.38,"2,22,29,600","68,42,58,000",,,0.923244019
"Dec 06, 2016",6.8,7.92,5.98,7.87,"5,06,71,200","58,95,48,000",,,0.895974732
"Dec 05, 2016",7.41,7.64,6.66,6.82,"1,73,44,500","64,18,20,000",,,0.833784375
"Dec 04, 2016",7.9,7.95,7.44,7.44,"84,50,790","68,42,58,000",,,0.871572936
"Dec 03, 2016",7.77,8.15,7.67,7.92,"1,21,12,100","67,21,38,000",,,0.898725182
"Dec 02, 2016",8.46,8.46,7.42,7.76,"1,85,79,800","73,15,20,000",,,0.889861721
"Dec 01, 2016",8.6,8.65,8.36,8.45,"58,82,340","74,38,82,000",,,0.926856709
"Nov 30, 2016",8.16,8.75,8.16,8.59,"1,06,26,600","70,50,40,000",,,0.933993164
"Nov 29, 2016",8.73,8.74,7.88,8.17,"1,70,00,400","75,43,07,000",,,0.912222057
"Nov 28, 2016",9,9.01,8.72,8.72,"60,46,890","77,73,11,000",,,0.940516485
"Nov 27, 2016",9.31,9.33,8.78,9,"87,07,660","80,40,85,000",,,0.954242509
"Nov 26, 2016",9.42,9.5,9.31,9.33,"35,05,990","81,27,95,000",,,0.969881644
"Nov 25, 2016",9.23,9.75,9.21,9.4,"76,69,720","79,62,68,000",,,0.973127854
"Nov 24, 2016",9.85,9.85,8.93,9.23,"1,59,87,800","84,92,29,000",,,0.965201701
"Nov 23, 2016",9.92,9.96,9.76,9.84,"48,12,310","85,52,65,000",,,0.992995098
"Nov 22, 2016",9.63,10.24,9.59,9.91,"1,12,84,400","82,96,16,000",,,0.996073654
"Nov 21, 2016",9.58,9.64,9.54,9.62,"36,63,210","82,53,81,000",,,0.983175072
"Nov 20, 2016",9.66,9.71,9.52,9.58,"51,73,420","83,20,50,000",,,0.981365509
"Nov 19, 2016",9.48,9.75,9.48,9.66,"51,86,540","81,63,80,000",,,0.984977126
"Nov 18, 2016",9.99,10.01,9.48,9.48,"1,08,16,100","85,95,71,000",,,0.976808337
"Nov 17, 2016",10.06,10.19,9.92,9.99,"69,84,700","86,53,93,000",,,0.999565488
"Nov 16, 2016",10.22,10.33,9.93,10.06,"95,33,550","87,86,10,000",,,1.002597981
"Nov 15, 2016",9.97,10.32,9.85,10.22,"65,57,550","85,72,23,000",,,1.009450896
"Nov 14, 2016",10.1,10.16,9.96,9.97,"35,73,250","86,77,55,000",,,0.998695158
"Nov 13, 2016",9.89,10.41,9.84,10.1,"82,27,770","84,93,42,000",,,1.004321374
"Nov 12, 2016",10.29,10.34,9.7,9.88,"1,00,52,500","88,37,80,000",,,0.994756945
"Nov 11, 2016",10.51,10.57,10.26,10.29,"60,56,300","90,24,79,000",,,1.012415375
"Nov 10, 2016",10.67,10.68,10.51,10.52,"42,53,980","91,59,40,000",,,1.02201574
"Nov 09, 2016",10.82,10.83,10.22,10.66,"1,46,06,600","92,80,63,000",,,1.027757205
"Nov 08, 2016",10.85,10.92,10.74,10.83,"62,58,150","93,03,45,000",,,1.034628457
"Nov 07, 2016",10.9,10.96,10.78,10.81,"59,92,480","93,45,36,000",,,1.033825694
"Nov 06, 2016",10.99,11.25,10.85,10.87,"56,88,710","94,17,29,000",,,1.036229544
"Nov 05, 2016",11.09,11.24,10.88,11,"55,02,670","95,02,13,000",,,1.041392685
"Nov 04, 2016",10.82,11.12,10.82,11.09,"99,58,040","92,61,29,000",,,1.044931546
"Nov 03, 2016",10.8,11.11,10.76,10.8,"1,52,28,600","92,40,97,000",,,1.033423755
"Nov 02, 2016",10.77,11.16,10.69,10.75,"1,16,91,700","92,16,91,000",,,1.031408464
"Nov 01, 2016",10.96,11.18,10.3,10.77,"2,29,01,300","93,71,23,000",,,1.032215703
"Oct 31, 2016",11.23,11.5,10.94,11,"1,33,93,900","96,00,08,000",,,1.041392685
"Oct 30, 2016",10.43,11.45,10.29,11.18,"1,66,94,900","89,11,64,000",,,1.048441804
"Oct 29, 2016",11.1,11.2,9.56,10.44,"2,70,70,400","94,82,71,000",,,1.018700499
"Oct 28, 2016",11.47,11.58,10.95,11.09,"1,39,71,500","97,99,16,000",,,1.044931546
"Oct 27, 2016",11.53,11.61,11.26,11.5,"1,32,55,400","98,43,61,000",,,1.06069784
"Oct 26, 2016",11.38,11.66,11.38,11.53,"1,02,21,800","97,14,40,000",,,1.061829307
"Oct 25, 2016",11.97,11.99,11.15,11.41,"1,93,16,000","1,02,08,50,000",,,1.057285644
"Oct 24, 2016",12.04,12.1,11.91,11.97,"57,39,690","1,02,64,00,000",,,1.07809415
"Oct 23, 2016",12.13,12.14,11.94,12.04,"57,74,660","1,03,39,70,000",,,1.080626487
"Oct 22, 2016",12.18,12.19,11.95,12.07,"75,83,820","1,03,78,50,000",,,1.08170727
"Oct 21, 2016",12.13,12.21,12.02,12.18,"56,76,920","1,03,31,40,000",,,1.085647288
"Oct 20, 2016",12.05,12.29,12,12.1,"81,70,760","1,02,56,20,000",,,1.08278537
"Oct 19, 2016",12.59,12.62,11.91,12.02,"1,05,76,200","1,07,17,10,000",,,1.079904468
"Oct 18, 2016",12,12.93,12,12.59,"1,88,64,200","1,02,05,30,000",,,1.10002573
"Oct 17, 2016",11.96,12.03,11.86,12.01,"57,24,440","1,01,67,10,000",,,1.079543007
"Oct 16, 2016",11.98,12.01,11.93,11.95,"36,17,280","1,01,85,40,000",,,1.077367905
"Oct 15, 2016",11.94,12,11.78,11.98,"49,91,840","1,01,42,80,000",,,1.078456818
"Oct 14, 2016",11.99,12.07,11.9,11.94,"43,33,510","1,01,83,90,000",,,1.077004327
"Oct 13, 2016",11.91,12.13,11.78,11.96,"86,65,190","1,01,11,90,000",,,1.07773118
"Oct 12, 2016",11.78,12.07,11.71,11.93,"96,94,640","1,00,02,20,000",,,1.076640444
"Oct 11, 2016",11.76,12.16,11.75,11.79,"1,17,27,700","99,79,49,000",,,1.071513805
"Oct 10, 2016",12.06,12.06,11.62,11.76,"1,08,09,200","1,02,28,60,000",,,1.070407322
"Oct 09, 2016",12.22,12.36,11.98,12.05,"72,08,480","1,03,55,90,000",,,1.080987047
"Oct 08, 2016",12.67,12.69,12.05,12.22,"1,16,11,200","1,07,39,90,000",,,1.087071206
"Oct 07, 2016",12.85,12.99,12.53,12.67,"89,33,050","1,08,85,70,000",,,1.102776615
"Oct 06, 2016",13.03,13.14,12.69,12.85,"1,20,44,800","1,10,29,40,000",,,1.108903128
"Oct 05, 2016",13.28,13.35,13.04,13.04,"98,81,370","1,12,42,70,000",,,1.115277591
"Oct 04, 2016",13.45,13.53,13.21,13.28,"83,48,280","1,13,79,80,000",,,1.123198075
"Oct 03, 2016",13.2,13.49,13.19,13.45,"74,58,320","1,11,66,00,000",,,1.128722284
"Oct 02, 2016",13.18,13.3,13.14,13.2,"40,79,660","1,11,42,00,000",,,1.120573931
"Oct 01, 2016",13.2,13.31,13.05,13.17,"63,31,160","1,11,56,90,000",,,1.119585775
"Sep 30, 2016",13.08,13.34,13.02,13.22,"59,50,840","1,10,45,30,000",,,1.121231455
"Sep 29, 2016",13.28,13.34,13.07,13.07,"59,90,630","1,12,10,60,000",,,1.116275588
"Sep 28, 2016",13.11,13.48,13.08,13.27,"1,02,39,000","1,10,63,30,000",,,1.122870923
"Sep 27, 2016",12.86,13.21,12.86,13.1,"68,31,070","1,08,53,30,000",,,1.117271296
"Sep 26, 2016",13.17,13.17,12.74,12.82,"72,13,070","1,11,07,00,000",,,1.107888025
"Sep 25, 2016",12.85,13.11,12.8,13.1,"52,83,440","1,08,35,10,000",,,1.117271296
"Sep 24, 2016",13.32,13.34,12.68,12.88,"98,24,880","1,12,26,70,000",,,1.109915863
"Sep 23, 2016",13.21,13.45,13.1,13.33,"91,66,430","1,11,25,90,000",,,1.124830149
"Sep 22, 2016",13.67,13.67,12.48,13.25,"2,73,82,800","1,15,06,50,000",,,1.122215878
"Sep 21, 2016",14.43,14.43,13.17,13.77,"2,86,45,000","1,21,49,50,000",,,1.13893394
"Sep 20, 2016",13.21,14.43,13.12,14.43,"3,19,29,100","1,11,18,10,000",,,1.159266331
"Sep 19, 2016",12.44,13.19,12.42,13.19,"1,38,38,800","1,04,58,70,000",,,1.120244796
"Sep 18, 2016",12.69,12.99,12.16,12.43,"2,24,33,300","1,06,66,20,000",,,1.094471129
"Sep 17, 2016",12.56,12.76,12.44,12.7,"74,46,610","1,05,54,40,000",,,1.103803721
"Sep 16, 2016",11.96,12.75,11.9,12.56,"1,74,21,500","1,00,47,40,000",,,1.098989639
"Sep 15, 2016",11.94,12.14,11.92,11.94,"73,09,090","1,00,29,70,000",,,1.077004327
"Sep 14, 2016",11.9,12,11.86,11.92,"56,94,820","99,93,52,000",,,1.076276255
"Sep 13, 2016",11.89,12.09,11.88,11.92,"1,17,04,300","99,76,38,000",,,1.076276255
"Sep 12, 2016",11.64,11.95,11.61,11.89,"74,78,080","97,66,45,000",,,1.075181855
"Sep 11, 2016",12.21,12.21,11.59,11.64,"87,91,180","1,02,36,40,000",,,1.06595298
"Sep 10, 2016",11.66,12.22,11.54,12.17,"72,20,300","97,75,15,000",,,1.085290578
"Sep 09, 2016",11.41,11.68,11.39,11.65,"61,09,200","95,62,10,000",,,1.066325925
"Sep 08, 2016",11.55,11.7,11.25,11.35,"1,15,35,000","96,70,10,000",,,1.054995862
"Sep 07, 2016",11.69,11.73,11.52,11.55,"61,15,050","97,90,87,000",,,1.062581984
"Sep 06, 2016",11.73,11.73,11.47,11.69,"63,46,330","98,13,03,000",,,1.067814511
"Sep 05, 2016",11.68,11.81,11.59,11.72,"57,24,100","97,71,69,000",,,1.068927612
"Sep 04, 2016",11.75,11.79,11.47,11.68,"72,20,550","98,29,52,000",,,1.067442843
"Sep 03, 2016",12.11,12.36,11.35,11.76,"1,33,58,800","1,01,25,80,000",,,1.070407322
"Sep 02, 2016",11.96,12.31,11.88,12.11,"93,68,300","99,97,57,000",,,1.083144143
"Sep 01, 2016",11.67,12.58,11.65,11.99,"2,40,51,500","97,48,44,000",,,1.078819183
"Aug 31, 2016",11.24,11.68,11.18,11.67,"1,10,73,700","93,84,06,000",,,1.067070856
"Aug 30, 2016",10.99,11.3,10.96,11.23,"72,21,260","91,74,74,000",,,1.050379756
"Aug 29, 2016",10.92,11.15,10.79,10.98,"81,30,540","91,06,98,000",,,1.04060234
"Aug 28, 2016",11.15,11.15,10.92,10.93,"53,03,040","92,96,90,000",,,1.038620162
"Aug 27, 2016",11.29,11.29,11.14,11.15,"1,51,08,400","94,15,85,000",,,1.047274867
"Aug 26, 2016",11.35,11.45,11.21,11.3,"58,57,850","94,60,92,000",,,1.053078443
"Aug 25, 2016",11.03,11.39,11.02,11.36,"85,52,380","91,89,77,000",,,1.055378331
"Aug 24, 2016",11.02,11.15,11.01,11.04,"44,23,420","91,80,39,000",,,1.042969073
"Aug 23, 2016",11.14,11.23,10.9,11.03,"64,89,380","92,70,65,000",,,1.042575512
"Aug 22, 2016",11.19,11.34,11.08,11.12,"65,88,920","93,07,08,000",,,1.046104787
"Aug 21, 2016",11.25,11.25,10.99,11.18,"43,55,660","93,60,15,000",,,1.048441804
"Aug 20, 2016",10.75,11.3,10.75,11.25,"74,43,540","89,38,14,000",,,1.051152522
"Aug 19, 2016",10.75,10.8,10.73,10.75,"53,90,850","89,31,56,000",,,1.031408464
"Aug 18, 2016",10.75,11.01,10.74,10.76,"69,35,800","89,29,03,000",,,1.031812271
"Aug 17, 2016",11.13,11.15,10.75,10.75,"88,33,760","92,45,91,000",,,1.031408464
"Aug 16, 2016",11.23,11.24,11,11.14,"70,51,510","93,21,62,000",,,1.046885191
"Aug 15, 2016",11.2,11.31,11,11.22,"75,00,840","92,95,58,000",,,1.049992857
"Aug 14, 2016",11.58,11.69,11.1,11.19,"86,80,160","96,08,55,000",,,1.048830087
