Date,Open,High,Low,Close,Volume,Market Cap,,,
"Jan 22, 2018","1,055.35","1,089.10",930.74,"1,003.26","3,81,01,00,000","1,02,50,40,00,000",,,3.001413497
"Jan 21, 2018","1,155.68","1,155.68","1,021.50","1,049.58","3,37,80,90,000","1,12,22,60,00,000",,,3.021015547
"Jan 20, 2018","1,044.95","1,167.11","1,044.95","1,155.15","3,97,51,90,000","1,01,45,10,00,000",,,3.062638382
"Jan 19, 2018","1,028.82","1,093.22","1,003.71","1,039.10","4,08,44,50,000","99,86,39,00,000",,,3.016657345
"Jan 18, 2018","1,016.44","1,100.31",967.76,"1,036.28","5,93,83,20,000","98,64,21,00,000",,,3.015477116
"Jan 17, 2018","1,061.34","1,090.23",780.92,"1,014.25","8,54,51,60,000","1,02,97,40,00,000",,,3.006145016
"Jan 16, 2018","1,292.63","1,292.63",875.55,"1,053.69","8,40,51,40,000","1,25,38,90,00,000",,,3.022712858
"Jan 15, 2018","1,365.21","1,390.59","1,290.60","1,291.92","4,78,11,00,000","1,32,40,40,00,000",,,3.111235622
"Jan 14, 2018","1,397.48","1,400.56","1,286.21","1,366.77","4,84,16,30,000","1,35,50,30,00,000",,,3.135695438
"Jan 13, 2018","1,270.47","1,432.88","1,270.47","1,396.42","5,74,67,60,000","1,23,16,30,00,000",,,3.14501606
"Jan 12, 2018","1,158.29","1,296.04","1,120.09","1,273.20","5,22,23,00,000","1,12,26,30,00,000",,,3.10489663
"Jan 11, 2018","1,268.09","1,337.30","1,135.17","1,154.93","7,23,59,00,000","1,22,87,90,00,000",,,3.062555663
"Jan 10, 2018","1,300.34","1,417.38","1,226.60","1,255.82","9,21,49,50,000","1,25,97,60,00,000",,,3.098927395
"Jan 09, 2018","1,146.00","1,320.98","1,145.49","1,299.74","7,96,54,60,000","1,10,99,90,00,000",,,3.113856485
"Jan 08, 2018","1,158.26","1,266.93","1,016.05","1,148.53","8,45,09,70,000","1,12,16,40,00,000",,,3.060142344
"Jan 07, 2018","1,043.01","1,153.17","1,043.01","1,153.17","5,56,98,80,000","1,00,98,10,00,000",,,3.061893336
"Jan 06, 2018",995.15,"1,060.71",994.62,"1,041.68","4,66,22,20,000","96,32,65,00,000",,,3.017734326
"Jan 05, 2018",975.75,"1,075.39",956.33,997.72,"6,68,31,50,000","94,42,39,00,000",,,2.999008678
"Jan 04, 2018",961.71,"1,045.08",946.09,980.92,"6,50,28,60,000","93,04,94,00,000",,,2.991633589
"Jan 03, 2018",886,974.47,868.45,962.72,"5,09,31,60,000","85,70,35,00,000",,,2.983499994
"Jan 02, 2018",772.35,914.83,772.35,884.44,"5,78,33,50,000","74,69,57,00,000",,,2.946668376
"Jan 01, 2018",755.76,782.53,742,772.64,"2,59,57,60,000","73,07,58,00,000",,,2.887977188
"Dec 31, 2017",712.21,760.35,710.12,756.73,"2,55,42,70,000","68,85,08,00,000",,,2.878940952
"Dec 30, 2017",753.82,753.82,685.23,717.26,"3,18,77,80,000","72,85,69,00,000",,,2.855676612
"Dec 29, 2017",740.39,770.12,729.61,753.59,"2,64,89,70,000","71,54,43,00,000",,,2.877135127
"Dec 28, 2017",762.21,763.32,701.19,737.02,"2,38,91,50,000","73,63,71,00,000",,,2.867479273
"Dec 27, 2017",774.97,789.25,738.41,762.84,"2,10,00,30,000","74,85,41,00,000",,,2.882433457
"Dec 26, 2017",763.37,786.79,760.94,773.84,"2,20,11,60,000","73,71,78,00,000",,,2.888651175
"Dec 25, 2017",698.87,782.52,698.87,765.83,"2,49,17,60,000","67,47,51,00,000",,,2.884132375
"Dec 24, 2017",721.77,721.77,614.92,694.15,"2,30,05,50,000","69,67,12,00,000",,,2.841453328
"Dec 23, 2017",681.32,763.9,679.73,719.39,"2,48,03,40,000","65,75,21,00,000",,,2.856964397
"Dec 22, 2017",822.64,827.68,543.76,674.86,"4,97,77,10,000","79,37,44,00,000",,,2.829213688
"Dec 21, 2017",820.24,880.54,792.69,821.06,"3,56,90,60,000","79,12,53,00,000",,,2.914374895
"Dec 20, 2017",827.52,845.06,756,819.09,"3,96,99,40,000","79,81,06,00,000",,,2.913331624
"Dec 19, 2017",793.9,881.94,785.34,826.82,"4,09,65,50,000","76,55,22,00,000",,,2.917410973
"Dec 18, 2017",721.73,803.93,689.23,794.65,"3,24,92,30,000","69,57,84,00,000",,,2.900175888
"Dec 17, 2017",696.24,735.83,696.24,719.98,"2,14,73,90,000","67,10,64,00,000",,,2.857320433
"Dec 16, 2017",686.19,718.39,680.79,696.21,"2,16,56,90,000","66,12,42,00,000",,,2.842740257
"Dec 15, 2017",696.38,697.13,621.06,684.45,"2,75,87,10,000","67,09,09,00,000",,,2.835341728
"Dec 14, 2017",700.59,753.12,664.99,695.82,"3,82,15,80,000","67,48,29,00,000",,,2.842496908
"Dec 13, 2017",644.91,747.99,597.8,702.77,"4,52,45,40,000","62,10,56,00,000",,,2.846813214
"Dec 12, 2017",522.29,657.32,504.49,651.43,"5,17,98,30,000","50,28,64,00,000",,,2.813867755
"Dec 11, 2017",440.36,516.97,439.1,515.14,"1,77,14,40,000","42,38,93,00,000",,,2.711925274
"Dec 10, 2017",472.79,472.79,429.51,441.72,"1,40,41,80,000","45,50,14,00,000",,,2.645147063
"Dec 09, 2017",457.34,504.15,456.25,473.5,"2,00,38,50,000","44,00,56,00,000",,,2.675319983
"Dec 08, 2017",434.99,466.06,422.37,456.03,"2,33,63,80,000","41,84,58,00,000",,,2.658993414
"Dec 07, 2017",426.37,441.4,414.41,434.41,"2,12,95,70,000","41,00,76,00,000",,,2.637899814
"Dec 06, 2017",462.6,462.71,420.21,428.59,"1,99,82,60,000","44,48,31,00,000",,,2.632042034
"Dec 05, 2017",470.29,473.56,457.66,463.28,"1,21,67,20,000","45,21,28,00,000",,,2.665843552
"Dec 04, 2017",466.05,474.78,453.31,470.2,"1,00,55,50,000","44,79,57,00,000",,,2.672282625
"Dec 03, 2017",463.71,482.81,451.85,465.85,"99,05,57,000","44,56,05,00,000",,,2.6682461
"Dec 02, 2017",466.85,476.24,456.65,463.45,"94,36,50,000","44,85,33,00,000",,,2.666002886
"Dec 01, 2017",445.21,472.61,428.31,466.54,"1,24,78,80,000","42,76,50,00,000",,,2.668888885
"Nov 30, 2017",431.22,465.5,401.24,447.11,"1,90,30,40,000","41,41,19,00,000",,,2.650414383
"Nov 29, 2017",473.28,522.31,425.07,427.52,"2,67,59,40,000","45,44,21,00,000",,,2.630956436
"Nov 28, 2017",480.52,482.48,466.35,472.9,"1,34,65,00,000","46,12,72,00,000",,,2.674769314
"Nov 27, 2017",471.53,493.41,468.49,480.36,"1,39,64,80,000","45,25,50,00,000",,,2.681566836
"Nov 26, 2017",465.97,472.72,451.61,471.33,"1,19,77,80,000","44,71,21,00,000",,,2.673325083
"Nov 25, 2017",475.68,485.19,461.05,466.28,"1,42,20,80,000","45,63,34,00,000",,,2.668646788
"Nov 24, 2017",412.5,480.97,402.76,474.91,"2,29,28,30,000","39,56,43,00,000",,,2.676611314
"Nov 23, 2017",381.44,425.55,376.09,410.17,"1,84,56,80,000","36,57,73,00,000",,,2.612963893
"Nov 22, 2017",360.31,381.42,360.15,380.65,"80,08,19,000","34,54,40,00,000",,,2.580525834
"Nov 21, 2017",367.44,372.47,350.69,360.4,"94,99,12,000","35,22,02,00,000",,,2.556784782
"Nov 20, 2017",354.09,372.14,353.29,366.73,"80,70,27,000","33,93,34,00,000",,,2.564346438
"Nov 19, 2017",347.4,371.29,344.74,354.39,"1,18,15,30,000","33,28,49,00,000",,,2.549481459
"Nov 18, 2017",331.98,349.62,327.69,347.61,"64,96,39,000","31,80,07,00,000",,,2.541092262
"Nov 17, 2017",330.17,334.96,327.52,332.39,"62,17,33,000","31,62,03,00,000",,,2.521647949
"Nov 16, 2017",333.44,336.16,323.61,330.92,"79,72,54,000","31,92,73,00,000",,,2.519723016
"Nov 15, 2017",337.96,340.91,329.81,333.36,"72,26,66,000","32,35,32,00,000",,,2.522913487
